,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
346,"17.4116, 78.3987",2023-04-16T10:00:00,96.0,92.6,48.2,19.78,0.0,0.0,,0,0,6.5,5.4,266.8,1008.3,4.4,15.0,414.7,1.5,4,10,Clear,clear-day,
347,"17.4116, 78.3987",2023-04-16T11:00:00,98.4,95.2,48.9,18.84,0.0,0.0,,0,0,6.5,5.4,252.0,1007.7,2.2,15.0,623.3,2.2,6,10,Clear,clear-day,
348,"17.4116, 78.3987",2023-04-16T12:00:00,100.8,97.8,49.5,17.96,0.0,0.0,,0,0,6.5,5.4,237.1,1007.0,0.0,15.0,832.0,3.0,8,10,Clear,clear-day,
349,"17.4116, 78.3987",2023-04-16T13:00:00,102.1,98.8,48.5,16.64,0.0,0.0,,0,0,7.1,5.8,220.1,1005.7,9.8,15.0,872.7,3.1,9,10,Clear,clear-day,
350,"17.4116, 78.3987",2023-04-16T14:00:00,103.2,99.7,47.4,15.42,0.0,0.0,,0,0,7.7,6.3,203.1,1004.3,19.7,15.0,913.3,3.3,9,10,Clear,clear-day,
351,"17.4116, 78.3987",2023-04-16T15:00:00,104.5,100.6,46.3,14.29,0.0,0.0,,0,0,8.3,6.7,186.1,1003.0,29.5,15.0,954.0,3.4,10,10,Partially cloudy,partly-cloudy-day,
352,"17.4116, 78.3987",2023-04-16T16:00:00,104.0,100.2,46.1,14.37,0.0,0.0,,0,0,8.6,7.8,124.6,1002.7,51.4,15.0,801.7,2.9,8,10,Partially cloudy,partly-cloudy-day,
353,"17.4116, 78.3987",2023-04-16T17:00:00,103.6,99.7,46.0,14.45,0.0,0.0,,0,0,8.9,8.9,63.2,1002.3,73.4,15.0,649.3,2.3,6,10,Partially cloudy,partly-cloudy-day,
354,"17.4116, 78.3987",2023-04-16T18:00:00,103.2,99.3,45.8,14.53,0.0,0.0,,0,0,9.2,10.1,1.7,1002.0,95.3,15.0,497.0,1.8,5,10,Overcast,cloudy,
355,"17.4116, 78.3987",2023-04-16T19:00:00,101.5,97.8,47.0,16.02,0.0,4.8,,0,0,10.4,9.3,75.4,1003.0,96.9,15.0,332.3,1.2,0,10,Overcast,cloudy,
356,"17.4116, 78.3987",2023-04-16T20:00:00,99.7,96.3,48.2,17.66,0.0,4.8,,0,0,11.6,8.6,149.2,1004.0,98.4,15.0,167.7,0.6,0,10,Overcast,cloudy,
357,"17.4116, 78.3987",2023-04-16T21:00:00,98.0,94.8,49.4,19.47,0.0,4.8,,0,0,12.8,7.8,222.9,1005.0,100.0,15.0,3.0,0.0,0,10,Overcast,cloudy,
358,"17.4116, 78.3987",2023-04-16T22:00:00,96.2,93.2,50.2,21.18,0.0,4.8,,0,0,12.0,7.4,237.9,1005.3,68.3,15.0,2.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
359,"17.4116, 78.3987",2023-04-16T23:00:00,94.5,91.6,51.1,23.05,0.0,4.8,,0,0,11.3,6.9,252.8,1005.7,36.7,15.0,1.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
