,Time,Date,DC total voltage (v),DC total current(A),AC total voltage (v),AC Output Frequency R(Hz),temp,dew,humidity,precip,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,Daily Generation (Active)(kWh)
663,3,176,2582.5666666666666,228.39999999999998,705.2750000000001,49.9625,26.1,22.9,82.49,0.0,39.2,12.8,260.0,1007.0,89.1,5.9,55,36.6
664,4,176,2501.9333333333334,337.29999999999995,713.2266666666667,49.95066666666666,27.0,22.9,78.09,0.0,34.6,11.2,258.0,1007.0,89.1,6.0,166,52.3
665,5,176,2535.266666666667,217.1,708.375,49.9925,27.1,22.9,77.76,0.0,32.0,12.4,241.0,1007.0,89.1,6.0,235,64.3
666,6,176,2559.4727272727273,194.5,720.2272727272727,49.98909090909091,27.1,22.9,77.42,0.0,29.5,11.0,277.0,1006.8,89.1,6.0,236,75.0
667,7,176,2611.6785714285716,218.4,726.8285714285714,50.00928571428572,28.5,22.2,68.64,0.0,27.0,10.4,265.0,1003.4,93.7,5.1,129,85.3
668,8,176,2538.909090909091,203.7,721.0636363636363,49.97909090909091,28.1,22.9,73.03,0.0,26.3,9.3,259.0,1005.0,89.1,6.0,100,96.7
669,9,176,2573.2999999999997,95.80000000000001,700.8083333333333,50.005833333333335,28.1,22.9,73.03,0.0,26.6,10.4,267.0,1004.0,89.1,6.0,68,102.0
670,10,176,2548.3545454545456,47.3,704.6545454545454,50.02090909090909,28.5,22.0,67.86,0.0,28.4,8.6,250.0,1002.5,93.7,5.1,59,104.6
671,11,176,2054.15,11.100000000000001,710.5166666666667,49.984166666666674,27.1,22.7,77.06,0.0,29.2,10.3,257.0,1005.0,89.1,6.0,49,105.0
672,0,177,2604.7454545454543,48.8,678.8,49.92,22.1,21.9,98.66,0.0,37.8,7.2,231.0,1009.0,100.0,4.9,1,2.9
673,1,177,2666.427272727273,107.9,705.0090909090909,50.07090909090909,23.8,22.3,91.07,0.0,38.5,6.9,265.0,1007.1,95.4,4.4,19,9.3
674,2,177,2634.171428571429,87.8,700.6714285714286,49.95428571428572,24.1,22.9,93.33,0.0,33.5,12.0,266.0,1010.0,99.1,4.9,54,16.8
675,3,177,2596.1400000000003,218.79999999999998,686.7066666666667,49.872,25.1,22.1,83.47,0.0,36.7,11.0,249.0,1009.8,100.0,5.9,73,25.7
676,4,177,2585.05,102.6,697.1333333333334,49.921666666666674,26.4,22.4,78.71,0.0,34.9,7.2,267.0,1006.8,100.0,4.9,123,37.0
677,5,177,2564.090909090909,228.5,717.1727272727272,49.891818181818174,26.2,23.0,82.5,0.0,32.8,14.0,262.0,1008.8,90.7,5.9,250,49.5
678,6,177,2569.0454545454545,163.1,708.2818181818182,49.88545454545454,27.1,22.9,77.42,0.0,35.6,11.2,253.0,1008.0,90.7,5.9,346,58.8
679,7,177,2593.8,170.6,699.2166666666667,49.98416666666666,27.9,22.4,72.11,0.0,36.4,10.1,262.0,1005.3,80.3,4.9,352,67.8
680,8,177,2588.4181818181823,149.0,704.1272727272727,49.96272727272728,27.3,22.1,73.53,0.0,38.2,8.6,268.0,1007.0,90.7,5.9,328,76.0
681,9,177,2581.741666666667,105.4,713.9833333333333,49.928333333333335,27.2,23.0,77.77,0.0,40.3,10.4,258.0,1006.0,89.1,5.9,382,81.8
682,10,177,2492.3071428571425,40.3,712.4285714285714,49.91357142857142,27.9,22.4,71.97,0.0,41.0,9.8,239.0,1004.4,93.7,5.0,255,83.5
683,11,177,2024.1727272727271,6.800000000000001,711.209090909091,49.84,25.3,22.0,82.02,0.0,35.6,4.7,230.0,1007.0,89.1,5.9,127,83.8
684,0,178,2624.663636363636,53.8,702.2818181818182,50.00454545454545,23.1,22.0,93.28,0.0,41.0,10.8,269.0,1008.8,89.1,5.9,13,3.9
685,1,178,2606.0916666666667,157.0,703.275,50.07583333333333,25.3,22.4,84.34,0.0,39.6,10.1,272.0,1006.9,75.3,5.1,43,11.9
686,2,178,2554.5333333333333,159.1,705.4166666666666,50.04,25.1,22.9,87.56,0.0,31.7,12.1,251.0,1009.8,89.1,6.0,270,23.0
687,3,178,2571.3833333333337,216.69999999999996,682.6083333333333,49.91416666666667,26.3,22.9,81.79,0.0,36.0,12.6,260.0,1009.8,89.1,6.0,290,35.1
688,4,178,2480.372727272727,358.5,696.8000000000001,50.03545454545454,27.4,22.4,74.39,0.0,33.5,7.4,264.0,1006.9,89.1,5.1,656,52.3
689,5,178,2500.4333333333334,293.2,708.6166666666668,50.0375,27.3,22.9,77.11,0.0,32.8,13.1,277.0,1008.0,89.1,6.0,654,68.5
690,6,178,2529.7545454545457,205.0,701.5909090909091,50.00727272727273,28.1,23.7,76.89,0.0,32.4,11.2,261.0,1008.0,89.1,6.0,874,79.6
691,7,178,2598.825,148.3,685.4583333333333,50.01083333333333,29.4,23.0,68.43,0.0,32.8,8.4,277.0,1004.6,93.7,5.1,792,87.6
692,8,178,2596.7363636363634,65.69999999999999,679.8545454545455,50.00909090909091,24.8,23.6,92.85,0.0,32.8,12.5,11.0,1006.8,98.4,4.3,588,91.2
693,9,178,2571.241666666667,26.2,685.8583333333333,50.01166666666666,23.9,22.7,92.81,0.0,32.0,7.3,30.0,1006.0,95.4,4.3,442,92.6
694,10,178,2526.3818181818183,13.8,701.3272727272727,50.00636363636364,23.8,21.8,88.9,10.0,32.0,11.0,327.0,1005.0,98.4,4.6,151,93.2
695,11,178,2024.2857142857142,6.500000000000001,722.1214285714286,50.00285714285714,22.4,22.0,97.82,0.0,26.3,8.8,311.0,1007.0,98.4,5.0,20,93.3
696,0,179,2590.976923076923,78.9,665.4,50.00230769230769,23.2,22.9,97.83,0.0,38.5,10.4,284.0,1007.0,89.1,5.0,15,3.4
697,1,179,2625.2999999999997,45.7,645.75,50.0475,25.0,22.5,86.25,0.0,37.1,9.7,271.0,1005.8,89.1,5.0,104,10.0
698,2,179,2624.633333333333,35.8,649.5333333333333,50.03666666666667,25.1,23.7,91.75,0.0,30.6,12.5,271.0,1008.8,89.1,5.9,292,11.9
699,3,179,2529.45,46.2,692.1500000000001,49.935,26.1,23.8,86.84,0.0,25.6,9.3,264.0,1008.0,89.1,5.9,280,22.5
700,4,179,,0.0,,,28.3,23.5,75.5,0.0,24.1,10.0,279.0,1005.6,84.5,5.0,507,
701,5,179,2469.2818181818184,323.00000000000006,710.9818181818182,49.96454545454546,27.4,23.9,80.85,0.0,23.0,9.4,281.0,1007.8,89.1,6.0,725,63.9
702,6,179,2485.5272727272727,234.90000000000003,702.3181818181819,50.01454545454545,28.3,23.7,76.24,0.0,23.4,11.0,291.0,1006.8,89.1,6.0,777,76.5
703,7,179,2485.975,249.3,692.1,50.0425,29.7,22.8,66.39,0.0,24.5,7.9,262.0,1003.0,75.2,5.1,723,89.4
704,8,179,2529.3999999999996,17.099999999999998,691.7,50.13,29.3,23.7,71.95,0.0,24.8,6.8,300.0,1005.0,89.1,6.0,586,90.3
705,9,179,,0.0,,,29.3,23.7,71.95,0.0,24.5,8.6,298.0,1004.8,89.1,5.9,678,
706,10,179,,0.0,,,30.2,22.8,64.66,0.0,21.6,6.7,294.0,1002.1,75.2,5.0,552,
707,11,179,2110.990909090909,12.900000000000002,693.4181818181819,49.92636363636363,28.3,22.9,72.41,0.0,16.6,1.4,352.0,1005.0,89.1,5.9,347,106.8
708,0,180,2623.1454545454544,84.4,699.1454545454546,50.01272727272727,23.2,23.0,98.7,0.0,32.4,7.3,267.0,1006.0,89.1,5.9,19,5.0
709,1,180,2564.6,192.7,692.0250000000001,50.056666666666665,25.3,23.4,89.49,0.0,36.0,6.7,249.0,1004.7,69.5,5.0,157,15.7
710,2,180,2535.981818181818,216.10000000000002,686.4454545454545,50.03272727272727,25.2,23.9,92.17,0.0,33.5,10.7,276.0,1007.0,89.1,6.0,368,27.8
711,3,180,2510.0,272.9,689.6,50.005,26.1,23.9,87.23,0.0,31.0,10.8,261.0,1007.0,89.1,6.0,556,42.0
712,4,180,2500.9636363636364,276.7,696.3727272727273,49.99545454545455,27.9,23.6,77.68,0.0,28.4,7.2,270.0,1004.6,89.1,5.1,683,54.7
713,5,180,2500.3272727272724,261.3,702.209090909091,50.03272727272727,27.3,23.9,81.54,0.0,24.5,7.7,296.0,1007.0,89.1,6.0,817,67.8
714,6,180,2469.9000000000005,253.29999999999998,704.3166666666667,50.123333333333335,28.2,23.9,77.25,0.0,23.0,10.0,287.0,1006.0,89.1,6.0,732,81.6
715,7,180,2478.5090909090914,267.5,702.2545454545455,50.01727272727272,27.2,22.8,77.15,0.0,22.3,8.0,280.0,1003.0,84.5,5.1,471,96.4
716,8,180,2594.2272727272725,88.9,682.7727272727274,50.08181818181818,29.2,22.9,68.92,0.0,22.0,8.9,279.0,1004.0,89.1,6.0,548,101.6
717,9,180,2556.741666666667,70.2,684.4916666666667,49.975,28.4,23.7,75.93,0.0,20.9,6.8,270.0,1004.8,89.1,6.0,504,105.4
718,10,180,2510.081818181818,36.8,697.9,50.01363636363636,30.0,22.6,64.83,0.0,21.6,4.9,276.0,1001.4,89.0,7.9,412,107.3
719,11,180,2024.118181818182,8.2,710.4181818181818,50.04454545454546,28.2,23.6,76.22,0.0,17.3,1.6,333.0,1004.8,89.1,6.0,256,107.6
720,0,181,2610.358333333333,106.8,689.1416666666667,49.99,23.2,21.9,92.06,0.0,40.7,11.2,286.0,1007.0,89.1,6.0,22,6.4
721,1,181,2531.8727272727274,219.0,690.9636363636364,49.91727272727273,26.1,22.1,78.47,0.0,33.5,10.5,271.0,1005.1,57.8,5.1,149,18.1
722,2,181,2509.383333333333,307.7,677.625,49.906666666666666,26.3,22.9,81.79,0.0,33.5,10.1,298.0,1008.0,50.0,6.0,324,34.2
723,3,181,2513.481818181818,240.70000000000002,697.0,50.03818181818181,27.3,22.9,77.11,0.0,33.5,10.1,299.0,1008.0,55.7,6.0,584,47.6
724,4,181,2528.675,264.4,688.3,50.06166666666667,29.1,23.0,69.72,0.0,31.7,8.8,321.0,1004.8,66.5,5.1,752,61.4
725,5,181,2505.081818181818,278.40000000000003,686.5000000000001,50.01090909090909,28.3,23.8,76.59,0.0,28.1,11.8,290.0,1007.0,55.7,6.0,793,75.1
726,6,181,2591.0583333333334,225.3,688.0749999999999,50.028333333333336,29.2,23.7,72.26,0.0,27.4,12.0,316.0,1006.0,55.7,6.0,588,88.0
727,7,181,2482.525,290.4,685.7166666666667,49.98583333333334,30.7,23.0,63.57,0.0,25.9,7.2,280.0,1002.5,54.6,5.1,504,101.4
728,8,181,2516.9,168.2,668.9636363636364,50.054545454545455,30.2,23.7,68.22,0.0,25.6,8.9,313.0,1004.8,50.0,6.0,419,110.9
729,9,181,2566.9416666666666,90.3,684.7249999999999,50.07749999999999,30.3,22.9,64.51,0.0,25.6,7.9,299.0,1004.0,50.0,6.0,490,115.8
730,10,181,2570.1909090909094,35.7,718.5727272727272,49.99818181818182,31.2,22.2,59.03,0.0,25.6,9.0,254.0,1001.2,54.6,5.1,356,117.7
731,11,181,2188.7999999999997,10.1,707.0363636363636,50.02909090909091,29.4,22.8,67.75,0.0,23.4,5.5,290.0,1004.8,50.0,6.0,161,118.1
732,0,182,2562.5916666666662,32.3,711.4666666666667,49.905,23.1,23.0,99.12,0.0,37.8,8.6,294.0,1007.0,89.1,5.9,7,2.0
733,1,182,2623.772727272727,64.60000000000001,712.4727272727273,49.89818181818182,24.1,22.6,91.01,0.0,37.8,8.4,297.0,1005.1,93.7,5.0,69,5.3
734,2,182,2625.275,149.70000000000002,707.375,49.998333333333335,24.2,23.1,93.33,0.0,37.4,10.2,297.0,1007.0,89.1,5.9,227,13.5
735,3,182,2598.945454545454,175.5,705.6363636363637,49.99272727272727,25.2,23.1,87.92,0.0,37.1,12.2,289.0,1007.0,89.1,5.9,486,23.1
736,4,182,2591.4916666666663,232.39999999999998,709.8166666666667,50.115,27.2,23.1,78.49,0.0,37.1,8.8,291.0,1004.0,93.7,4.9,457,36.4
737,5,182,2515.5666666666666,321.09999999999997,714.025,49.99,27.1,23.9,82.24,0.0,33.5,10.5,299.0,1006.0,89.1,5.9,338,53.7
738,6,182,2546.090909090909,220.7,712.0272727272727,50.056363636363635,27.3,23.6,80.49,0.0,32.4,13.0,299.0,1005.0,89.1,5.9,657,65.1
739,7,182,2575.3500000000004,183.70000000000002,707.1833333333333,50.012499999999996,29.2,22.9,68.94,0.0,37.1,9.4,290.0,1002.3,84.5,5.1,747,75.1
740,8,182,2563.263636363636,150.3,708.3909090909091,49.99545454545455,28.1,23.6,76.57,0.0,29.9,9.1,281.0,1004.0,89.1,6.0,716,83.2
741,9,182,2660.0642857142857,91.1,723.3928571428571,49.996428571428574,30.1,22.1,62.29,0.0,30.2,18.4,280.0,1000.0,90.0,6.0,451,88.6
742,10,182,2320.825,45.0,732.1,49.98083333333333,30.2,22.6,63.85,0.0,30.6,1.8,266.8,998.3,90.0,4.0,192,90.8
743,11,182,1814.5636363636363,7.199999999999999,709.6909090909091,50.01272727272727,22.9,21.9,93.99,0.0,27.7,11.2,330.0,1004.8,83.4,4.3,196,91.0
744,0,183,2616.3,68.3,706.1545454545454,50.025454545454544,23.1,22.7,97.39,0.0,37.4,10.4,286.0,1006.0,89.1,5.0,20,4.4
745,1,183,2555.283333333333,165.8,708.3833333333333,50.038333333333334,25.2,22.5,85.13,0.0,36.4,12.5,268.0,1004.4,75.4,4.6,144,13.1
746,2,183,2574.1454545454544,166.60000000000002,705.6999999999999,50.058181818181815,25.3,22.9,86.39,0.0,32.4,11.2,296.0,1007.0,83.4,5.1,265,22.1
747,3,183,2545.866666666667,220.10000000000002,689.8916666666668,50.06583333333333,26.2,23.8,86.48,0.0,29.9,11.2,306.0,1007.8,86.1,6.0,255,33.3
748,4,183,2509.918181818182,223.1,707.1636363636364,50.04545454545455,28.2,23.1,74.13,0.0,29.9,13.8,282.0,1005.0,89.1,5.1,354,45.5
749,5,183,2481.4333333333334,301.3,728.6583333333333,50.05416666666667,28.4,23.8,76.26,0.0,33.5,8.6,306.0,1006.8,89.1,6.0,576,60.2
750,6,183,2525.2666666666664,146.29999999999998,726.5083333333333,49.9975,29.3,24.5,75.41,0.0,33.5,10.1,306.0,1005.8,89.1,6.0,858,69.1
751,7,183,2602.8454545454542,135.8,737.0181818181818,49.96545454545455,30.5,23.9,67.79,0.0,38.9,8.0,264.0,1002.3,89.1,5.1,741,76.2
752,8,183,2555.475,147.3,724.1833333333334,50.153333333333336,32.1,22.1,55.58,0.0,27.0,20.5,290.0,1001.0,90.0,6.0,436,84.2
753,9,183,2592.981818181818,60.0,707.3272727272727,50.16363636363636,25.0,23.7,92.84,0.0,38.9,5.9,265.0,1003.8,89.1,5.9,381,87.4
754,10,183,2524.2083333333335,25.9,717.7833333333333,50.06333333333333,26.1,24.0,88.62,1.0,24.8,5.4,314.0,1001.7,93.7,4.6,213,88.7
755,11,183,1936.8454545454545,6.6,710.290909090909,49.92727272727273,25.1,23.8,92.54,0.0,22.3,4.2,251.0,1004.0,86.1,4.9,52,88.9
756,0,184,2603.5545454545454,50.6,705.9636363636364,49.89727272727273,22.1,22.0,99.12,0.0,37.8,8.7,270.0,1006.0,98.4,5.9,2,3.3
757,1,184,2624.775,71.0,707.3333333333333,50.0225,23.8,22.3,91.81,0.0,35.6,5.4,267.0,1004.3,99.3,5.0,38,7.0
758,2,184,2628.227272727273,130.8,690.7636363636364,50.00909090909091,23.2,23.0,98.7,0.0,32.4,9.1,269.0,1007.0,90.7,5.9,85,14.0
759,3,184,2532.741666666667,297.9,704.4583333333333,50.06,25.1,23.9,93.37,0.0,32.0,9.1,294.0,1007.0,90.7,5.9,110,29.7
760,4,184,2511.525,296.2,706.5,50.017500000000005,27.1,24.0,83.12,0.0,29.5,7.2,260.0,1004.5,95.3,5.0,147,45.0
761,5,184,2556.0272727272727,214.10000000000002,702.3,50.03454545454545,26.2,23.9,86.87,0.0,27.4,9.4,272.0,1006.0,90.7,6.0,270,56.4
762,6,184,2565.8916666666664,211.79999999999998,709.4,50.009166666666665,27.1,23.9,82.24,0.0,25.2,9.4,261.0,1005.8,90.7,6.0,330,67.8
763,7,184,2541.018181818182,176.2,700.7272727272726,49.99818181818182,28.4,23.5,75.17,0.0,22.7,8.3,247.0,1002.5,90.7,5.1,247,77.6
764,8,184,2600.791666666667,120.5,698.75,50.04333333333333,27.3,23.9,81.54,0.0,20.5,7.0,286.0,1004.0,90.7,6.0,284,84.1
765,9,184,2583.109090909091,66.0,703.5454545454546,50.01090909090909,25.4,24.7,95.75,0.0,18.4,6.6,235.0,1003.8,100.0,5.1,233,87.7
766,10,184,2529.25,19.1,722.8000000000001,50.01,25.3,24.1,93.35,4.0,16.6,1.6,221.0,1001.5,99.9,4.6,234,88.6
767,11,184,1700.6,4.5,708.0545454545454,49.99181818181818,23.3,22.9,97.83,0.0,14.4,6.2,288.0,1003.8,100.0,4.1,211,88.6
768,0,185,2630.241666666667,94.0,710.2916666666666,50.05833333333334,23.1,22.9,98.7,0.0,40.0,12.1,269.0,1005.0,89.1,5.9,1,6.5
769,1,185,2605.7636363636366,165.3,711.3636363636364,50.059999999999995,25.5,22.2,81.89,0.0,39.6,9.7,275.0,1002.8,84.6,5.1,7,15.6
770,2,185,2580.0,200.7,705.1,49.994166666666665,25.1,22.9,87.14,0.0,33.5,11.7,277.0,1005.0,89.1,6.0,22,27.6
771,3,185,2561.6454545454544,225.10000000000002,700.4363636363636,49.96454545454546,26.1,23.0,82.85,0.0,37.4,14.0,278.0,1005.0,89.1,6.0,48,40.0
772,4,185,2564.472727272727,176.5,697.3,49.95272727272727,27.2,22.8,77.18,0.0,35.3,8.9,292.0,1002.8,89.1,5.1,62,51.8
773,5,185,2455.6,319.8,720.1454545454546,50.03181818181818,27.2,23.9,82.25,0.0,33.5,10.7,279.0,1004.8,55.7,6.0,97,67.7
774,6,185,2471.2833333333333,220.89999999999998,715.175,50.064166666666665,28.2,24.0,77.93,0.0,28.8,9.4,297.0,1003.8,55.7,6.0,301,82.2
775,7,185,2451.954545454545,259.9,704.6454545454545,49.946363636363635,30.3,23.1,65.48,0.0,29.2,7.9,279.0,999.5,63.8,5.1,767,95.4
776,8,185,2584.883333333333,96.9,697.4416666666667,50.01083333333333,28.1,23.8,77.54,0.0,29.5,12.2,276.0,1002.8,55.7,5.9,632,101.6
777,9,185,2673.9181818181814,78.19999999999999,714.8818181818181,50.03363636363636,24.3,23.9,97.41,0.0,27.4,6.4,304.0,1002.0,89.1,5.8,410,106.0
778,10,185,2574.091666666667,50.2,703.725,49.9725,26.9,23.8,83.06,1.0,26.6,3.6,258.0,999.6,75.4,5.1,315,108.8
779,11,185,1714.7818181818184,5.4,694.3090909090909,49.96727272727273,25.3,23.9,91.76,0.0,26.6,4.6,270.0,1002.8,89.1,6.0,203,108.9
780,0,186,2571.1666666666665,28.0,708.1833333333333,50.04083333333333,22.1,22.0,99.12,0.0,38.9,10.2,277.0,1006.0,100.0,4.9,1,1.4
781,1,186,2714.0071428571428,50.8,705.0571428571429,50.035000000000004,23.1,22.2,94.97,0.0,39.6,9.1,249.0,1004.8,100.0,4.4,7,4.2
782,2,186,2664.9727272727273,95.5,689.8090909090909,50.02363636363636,23.1,22.0,93.7,0.0,40.3,12.2,268.0,1007.0,100.0,4.9,21,9.4
783,3,186,2689.466666666667,128.79999999999998,693.15,50.04833333333334,23.1,23.0,99.12,0.0,39.6,11.0,270.0,1007.0,100.0,4.9,21,16.5
784,4,186,2775.526666666667,147.3,702.6866666666667,50.198,24.7,23.6,93.8,0.2,40.3,9.7,311.0,1004.9,100.0,4.4,19,24.9
785,5,186,2633.2636363636366,139.70000000000002,698.7727272727273,49.945454545454545,25.1,23.9,93.37,0.0,33.5,10.1,286.0,1006.8,100.0,5.7,41,32.3
786,6,186,2581.7083333333335,233.8,717.6583333333333,50.0075,26.0,24.0,88.76,0.0,33.5,10.1,262.0,1006.0,90.7,5.9,76,44.9
787,7,186,2622.6272727272726,145.2,702.5545454545454,49.99090909090909,27.0,23.6,81.53,0.0,33.5,9.7,271.0,1003.2,94.4,4.9,145,52.8
788,8,186,2599.866666666667,134.8,704.8916666666667,50.04750000000001,27.1,23.1,78.79,0.0,43.9,14.8,270.0,1003.0,90.0,5.0,91,60.4
789,9,186,2570.509090909091,60.39999999999999,720.4454545454546,50.05,26.0,22.5,81.14,0.0,43.2,20.4,250.0,1005.0,89.0,5.0,50,63.7
790,10,186,2554.333333333333,29.599999999999998,732.0749999999999,49.9625,26.9,22.6,77.68,0.0,43.2,6.2,260.0,1001.1,97.4,4.2,29,65.3
791,11,186,1932.61,5.8,701.41,50.033,25.0,22.0,83.45,0.0,39.2,18.4,255.0,1006.0,89.0,5.0,19,65.5
792,0,187,2652.0444444444447,44.8,701.0333333333333,50.13,23.3,22.8,97.14,0.0,33.5,11.6,284.0,1008.0,89.8,5.0,12,2.4
793,1,187,2634.336363636364,108.8,700.7818181818182,50.02,25.5,22.1,81.56,0.0,37.1,18.2,270.0,1005.1,97.2,4.3,94,8.5
794,2,187,2614.633333333333,175.5,689.425,49.97416666666666,25.0,23.0,88.68,0.0,42.5,14.6,286.0,1009.0,89.1,5.9,184,18.1
795,3,187,2616.481818181818,162.2,693.2181818181818,50.01272727272727,25.1,23.0,87.91,0.0,46.4,13.6,287.0,1009.0,89.1,5.9,413,26.5
796,4,187,2583.241666666667,223.9,706.2666666666667,49.9625,27.1,23.4,80.58,0.0,37.1,14.9,270.0,1006.9,93.7,4.9,430,38.7
797,5,187,2562.427272727273,232.60000000000002,718.190909090909,49.95727272727272,26.3,23.9,86.48,0.0,34.2,12.2,287.0,1008.0,89.1,5.9,404,50.9
798,6,187,2565.9333333333334,260.79999999999995,728.2416666666667,50.0,26.2,23.9,86.85,0.0,34.9,12.9,287.0,1008.0,89.9,5.9,309,63.5
799,7,187,2566.9181818181814,172.7,715.9363636363637,50.00181818181818,28.3,23.9,76.68,0.0,36.0,9.4,276.0,1005.1,95.3,4.9,437,73.1
800,8,187,2547.9333333333334,168.5,716.65,49.95083333333333,27.1,23.9,82.24,0.0,38.2,13.2,287.0,1006.0,89.1,5.9,353,83.6
801,9,187,2613.509090909091,89.80000000000001,723.3181818181819,49.93272727272727,27.1,23.9,82.24,0.0,39.2,12.0,270.0,1006.0,89.1,5.9,156,88.7
802,10,187,2593.058333333333,69.7,722.9583333333333,50.04083333333333,28.4,23.5,74.82,0.0,40.7,7.7,270.0,1003.6,84.6,5.0,95,92.6
803,11,187,2188.2999999999997,16.3,716.8636363636363,50.027272727272724,26.3,23.9,86.48,0.0,38.9,11.0,251.0,1006.0,89.1,5.9,40,93.4
804,0,188,2566.983333333333,21.3,690.1916666666666,50.01333333333333,21.1,21.0,99.11,0.0,38.9,14.1,269.0,1008.0,100.0,4.9,1,1.1
805,1,188,2593.9,30.299999999999997,701.4090909090909,49.99090909090909,22.8,21.8,93.82,0.0,37.8,7.5,258.0,1006.2,100.0,4.4,4,2.5
806,2,188,2607.8181818181815,41.7,695.4454545454546,49.842727272727274,22.1,22.0,99.12,0.0,44.3,10.8,277.0,1009.0,100.0,4.9,6,4.8
807,3,188,2684.7454545454543,65.19999999999999,699.1454545454545,50.04727272727273,22.1,22.0,99.12,0.0,47.5,11.7,269.0,1008.0,100.0,4.9,11,8.2
808,4,188,2659.0,78.0,706.8363636363636,50.02909090909091,23.7,22.2,91.28,0.2,47.2,7.2,260.0,1006.2,100.0,4.4,29,12.8
809,5,188,2653.4538461538464,90.10000000000001,712.0692307692308,50.01615384615385,23.1,22.9,98.25,0.0,47.5,9.2,260.0,1007.8,100.0,4.9,76,17.3
810,6,188,2655.109090909091,77.8,726.6727272727272,50.07818181818182,23.1,22.9,98.67,0.0,46.4,7.6,260.0,1007.0,100.0,4.9,46,21.4
811,7,188,2682.8727272727274,142.5,718.9181818181818,50.027272727272724,24.1,22.8,92.43,0.0,50.4,9.1,269.0,1004.1,100.0,4.4,21,29.3
812,8,188,2666.4500000000003,97.5,709.6,50.02,23.1,22.9,98.67,0.0,46.4,10.8,295.0,1005.8,100.0,4.9,46,35.0
813,9,188,2599.4545454545455,42.699999999999996,722.1454545454545,50.01,23.1,23.0,99.12,0.0,45.7,13.1,279.0,1004.8,100.0,4.0,73,37.4
814,10,188,2582.5583333333334,32.800000000000004,732.8416666666667,50.055,23.9,22.5,92.04,0.0,46.4,9.6,270.0,1002.2,100.0,4.4,61,39.1
815,11,188,2008.9363636363637,8.200000000000001,733.7181818181818,50.052727272727275,23.1,22.1,94.11,0.0,47.2,10.7,296.0,1005.0,100.0,4.9,40,39.3
816,0,189,2549.609090909091,12.2,729.8181818181818,49.99818181818182,21.1,20.9,99.11,0.0,53.3,13.3,296.0,1004.8,100.0,4.8,3,0.6
817,1,189,2573.175,20.699999999999996,720.7916666666666,50.017500000000005,22.1,21.1,93.98,3.0,52.2,13.4,270.0,1003.2,100.0,4.4,16,1.5
818,2,189,2587.8272727272724,31.2,718.5545454545454,50.041818181818186,21.3,21.1,99.11,0.0,52.2,11.8,296.0,1005.8,100.0,5.0,24,3.1
819,3,189,2600.9666666666662,41.7,714.5833333333334,50.055,21.3,21.1,99.11,0.0,54.0,11.8,296.0,1005.8,100.0,5.0,35,5.2
820,4,189,2641.1181818181817,53.800000000000004,718.090909090909,49.945454545454545,22.3,21.3,94.22,2.0,52.9,11.4,271.0,1003.7,100.0,4.5,54,8.1
821,5,189,2696.433333333333,93.10000000000001,722.9166666666666,49.98500000000001,21.3,21.1,99.11,0.0,51.1,11.2,297.0,1005.0,100.0,5.0,40,13.3
822,6,189,2672.490909090909,73.8,735.8181818181818,50.08090909090909,21.3,21.1,99.11,0.0,33.5,12.1,289.0,1004.8,100.0,5.0,35,17.6
823,7,189,2671.175,85.6,740.0666666666666,49.98916666666667,22.4,21.5,95.02,0.0,52.2,12.0,282.0,1001.9,100.0,4.5,53,22.3
824,8,189,2642.6909090909094,68.2,741.0636363636364,49.90181818181818,22.3,22.1,99.12,0.0,38.9,11.0,296.0,1002.0,100.0,5.0,28,25.9
825,9,189,2604.4,49.3,740.175,50.0225,22.3,22.1,99.12,0.0,38.9,12.5,287.0,1002.0,100.0,5.0,23,28.5
826,10,189,2548.745454545455,23.7,735.8181818181818,50.028181818181814,22.3,21.4,94.65,3.0,54.0,9.6,270.0,1000.4,100.0,4.5,11,29.7
827,11,189,1942.2749999999999,6.200000000000001,737.7916666666666,50.031666666666666,21.3,21.3,100.0,0.0,53.6,11.5,286.0,1003.0,100.0,4.9,12,29.8
828,0,190,2003.6636363636364,9.1,717.7454545454545,50.00636363636364,21.1,21.1,100.0,0.0,37.1,12.2,287.0,1005.0,100.0,3.1,1,0.3
829,1,190,2552.9666666666667,25.0,709.4583333333333,50.09916666666667,21.8,21.5,98.61,0.0,37.1,10.5,270.0,1003.7,100.0,3.6,8,1.4
830,2,190,2588.827272727273,41.2,704.8,50.07454545454546,21.3,21.1,99.11,0.0,37.1,12.2,296.0,1005.8,100.0,3.1,10,3.5
831,3,190,2637.3500000000004,72.39999999999999,726.9666666666667,50.11083333333334,21.3,21.1,99.11,0.0,60.5,15.3,296.0,1005.8,100.0,4.0,15,7.3
832,4,190,2651.854545454545,78.9,734.2454545454545,50.01909090909091,22.9,22.3,96.38,0.8,59.8,9.1,270.0,1003.4,100.0,4.4,25,11.5
833,5,190,2656.0666666666666,98.0,743.3333333333334,50.03333333333333,22.3,22.1,99.12,0.0,37.1,10.7,287.0,1005.0,100.0,4.9,61,16.9
834,6,190,2649.8818181818183,72.8,746.8363636363637,50.09090909090909,22.3,22.1,99.12,0.0,37.1,10.7,287.0,1005.8,100.0,4.9,80,20.7
835,7,190,2628.116666666667,61.19999999999999,744.9,49.854166666666664,23.4,22.4,94.53,0.0,37.1,14.7,278.0,1003.0,100.0,4.4,96,24.0
